order,family,common_name,bird_id,normalized_response,exact_correct,relaxed_correct,n,relaxed_by_hand,composite_var_code,,code_2
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,goose,FALSE,TRUE,41,,PARTIALLY_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,canadiangoose,FALSE,TRUE,20,,KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,americangoose,FALSE,TRUE,1,,PARTIALLY_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,northamericangoose,FALSE,TRUE,1,,PARTIALLY_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,snowgoose,FALSE,TRUE,1,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,duck,FALSE,FALSE,8,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,swan,FALSE,FALSE,5,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,canadiangeese,FALSE,FALSE,2,RELAXED_TRUE,KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,geese,FALSE,FALSE,2,RELAXED_TRUE,PARTIALLY_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,mallard,FALSE,FALSE,2,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,dontknow,FALSE,FALSE,1,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,gesses,FALSE,FALSE,1,RELAXED_TRUE,PARTIALLY_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,noidea,FALSE,FALSE,1,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,notsure,FALSE,FALSE,1,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,riverduck,FALSE,FALSE,1,,NOT_KNOWN,,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,woodduck,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cattleegret,TRUE,TRUE,2,,KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,egret,FALSE,TRUE,9,,KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,brownchestedegret,FALSE,TRUE,1,,KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pinkegret,FALSE,TRUE,1,,KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,heron,FALSE,FALSE,7,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,crane,FALSE,FALSE,6,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,notsure,FALSE,FALSE,3,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,NA,FALSE,FALSE,3,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cardinal,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,gull,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,kingfisher,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,mockingbird,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,noidea,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,robin,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,seagull,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,woodpecker,FALSE,FALSE,2,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,americankiwi,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,banpeak,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,bird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,crestedheron,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cuckoo,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cukoobird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,dwarfflamingo,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,finch,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,fowl,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,goldenbelly,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,goldencrestedherron,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,hairybird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,herron,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,hummingbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,ibis,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,idk,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,idontknow,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,lark,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,longedleggedbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,miniaturestork,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,minipelican,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,noclue,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangebillbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangebilledfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangefeather,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pidgeon,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pigeon,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pinkfluff,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,puffin,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,quirkyduck,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,rateparakeet,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,redfootedbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,rivergull,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,sandpiper,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,shrew,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,snipe,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,snowswallow,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,songbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,squall,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,starling,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,stilt,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,teacuppelican,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,tern,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,titmouse,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,torca,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,unsure,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,vulturecrane,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,waterfowl,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whiteandorangebird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitebird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitecrane,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitesparrow,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowbeakedfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowbilledplumbird,FALSE,FALSE,1,,NOT_KNOWN,,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowtippedsparrow,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,cedarwaxwing,TRUE,TRUE,6,,KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,waxwing,FALSE,TRUE,3,,KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,cardinal,FALSE,FALSE,16,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,finch,FALSE,FALSE,11,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,sparrow,FALSE,FALSE,4,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,NA,FALSE,FALSE,4,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,idontknow,FALSE,FALSE,3,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,noidea,FALSE,FALSE,3,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,robin,FALSE,FALSE,3,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,titmouse,FALSE,FALSE,3,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,browncardinal,FALSE,FALSE,2,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,chickadee,FALSE,FALSE,2,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,dontknow,FALSE,FALSE,2,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,jay,FALSE,FALSE,2,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,wren,FALSE,FALSE,2,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,bigbreastedcardinal,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,blackbeek,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,blackeyedfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brown,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,browncardenal,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownheadedkingbird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownjay,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownrobin,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,budgie,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,bushtit,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,canadiancardinal,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,cardnial,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,emperorfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,grouse,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,hawk,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,hen,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,idk,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,magpie,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,mohawk,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,mohawkbird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,morningglory,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,orangebird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,orangefinch,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,pigeon,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,quail,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,raccoonpunkbird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,rainbowcardinal,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwingcardinal,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwinged,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwingfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,robinjay,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,roundbird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,skaterboybird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,songbird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,tuftedfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,tuftedtitmouse,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,unknown,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowbellybird,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowbrestedwarbler,FALSE,FALSE,1,,NOT_KNOWN,,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowperry,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,gallinule,FALSE,TRUE,1,,KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,purplegallinule,FALSE,TRUE,1,,KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,chicken,FALSE,FALSE,6,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pheasant,FALSE,FALSE,6,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pigeon,FALSE,FALSE,4,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackbird,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,chickenduck,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,goose,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,quail,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,starling,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,NA,FALSE,FALSE,3,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,dontknow,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,duck,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,idontknow,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,moorhen,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,noidea,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,plover,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,roadrunner,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,sandpiper,FALSE,FALSE,2,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,binchicken,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,bird,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackfinch,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackflamingolookingthing,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackpigeon,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,coot,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,crane,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,dorset,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,duckvulture,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,egot,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,exoticpigeon,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,fowl,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenfootbeachduck,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenfootwallie,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenleggedcrane,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenleggedpigeon,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,grouse,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,hen,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,mockingbird,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,morehen,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,morheen,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,na,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,noclue,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,notsure,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,partridge,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pecker,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pidgeon,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,plick,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,quali,FALSE,FALSE,1,,NOT_KNOWN,,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,rail,FALSE,FALSE,1,,NOT_KNOWN,,
